case_index,case_id,depth,truth_valid,first_nonfinite_time,one_grid_displacement_onset_time,final_displacement_grid_points,max_abs_displacement_grid_points,final_eta_raw_relative_error,final_eta_aligned_relative_error,final_eta_translation_relative_error,final_eta_signed_squared_error_removed,final_q_raw_relative_error,final_q_aligned_relative_error,final_q_translation_relative_error,final_q_signed_squared_error_removed,final_xi_raw_relative_error,final_xi_aligned_relative_error,final_xi_translation_relative_error,final_xi_signed_squared_error_removed,alignment_velocity_correlation_n,alignment_velocity_pearson,alignment_velocity_spearman,final_observed_displacement_drift,final_integrated_identity_velocity,final_integrated_direct_velocity,final_integrated_geometry_velocity,final_velocity_integration_residual,final_velocity_integration_residual_grid_points,max_abs_alignment_stationarity_correction_grid_points,min_abs_velocity_denominator_over_tangent_energy,eta_raw_gt_0p25_onset_time,eta_shape_gt_0p25_onset_time,eta_translation_gt_0p25_onset_time,eta_raw_gt_0p25_translation_dominated_at_onset,one_grid_lead_to_eta_raw_gt_0p25,eta_raw_gt_0p5_onset_time,eta_shape_gt_0p5_onset_time,eta_translation_gt_0p5_onset_time,eta_raw_gt_0p5_translation_dominated_at_onset,one_grid_lead_to_eta_raw_gt_0p5,eta_raw_gt_0p75_onset_time,eta_shape_gt_0p75_onset_time,eta_translation_gt_0p75_onset_time,eta_raw_gt_0p75_translation_dominated_at_onset,one_grid_lead_to_eta_raw_gt_0p75,eta_raw_gt_1_onset_time,eta_shape_gt_1_onset_time,eta_translation_gt_1_onset_time,eta_raw_gt_1_translation_dominated_at_onset,one_grid_lead_to_eta_raw_gt_1
10,10,0.0352950356900692,True,,,0.8097029676494989,0.8097029676494989,0.04614025608345845,0.017771009900032914,0.04258068151850152,0.8516579704697016,0.09668756019702018,0.0321368551531911,0.0911904975187394,0.8895246088732356,0.020824246160379648,0.010522284483823635,0.017970274271406402,0.7446819605067844,251,-0.36116882989671617,-0.2697211155378486,0.004968275185073281,0.006437681693378438,0.06029091474576654,-0.0538532330523881,0.001469406508305157,0.23947602862916392,1.2075877657909359e-08,0.9932756949110684,,,,,,,,,,,,,,,,,,,,
11,11,0.23385371267795563,True,,,0.057700541495121285,0.057700541495121285,0.0006338841910226877,0.00027805221673060106,0.0005696456200127287,0.8075876772919109,0.0013585100828056105,0.0005782992466679,0.0012292760578437403,0.8187911012920234,0.0004003770759190322,0.00021800679787986832,0.0003358196524916919,0.7035157243670219,251,0.8679755043981997,0.8567710111933219,0.0003540460884164571,0.00035388845850280317,0.02766979143211039,-0.027315902973607573,-1.57629913653931e-07,-2.5689681855663888e-05,1.900377880007609e-08,0.9999667147936355,,,,,,,,,,,,,,,,,,,,
12,12,0.08934430032968521,True,,179.1999969482422,-2.1090752455273307,2.1090752455273307,0.04952059626578513,0.009923665819604723,0.04851608301604429,0.9598419578415912,0.10263062815166286,0.01447158699730092,0.10160521150307421,0.9801171633063221,0.02749591538356449,0.014871699441566855,0.023126995449038304,0.7074602848415045,251,0.9758699396895517,0.9401244545627014,-0.012941123627376467,-0.012727673072262455,-0.049416944841005284,0.03668927176874275,0.0002134505551140125,0.03478703201495463,3.168143307298526e-08,0.9854408104853292,,,,,,,,,,,,,,,,,,,,
13,13,0.16417939960956573,True,,192.8000030517578,1.117813833199726,1.117813833199726,0.012969712368005445,0.005447856225256009,0.01177005953501225,0.8235626258901174,0.028617390855693252,0.01182968628160782,0.02605788905238211,0.8291219085624547,0.009346892421422084,0.0033507631711724765,0.008725639467016256,0.8714852492052847,251,0.9350678960974604,0.9145019920318724,0.006858819778244737,0.0068737747780866585,0.2706431396150466,-0.26376936483696006,1.4954999841921245e-05,0.0024372860403510063,6.75169922984831e-08,0.9895328260731935,,,,,,,,,,,,,,,,,,,,
14,14,0.045183151960372925,True,,,-0.022460385086790515,0.04176900316734002,0.0023154707937557825,0.0020456933542657213,0.0010846859900676762,0.219446898297249,0.002918038059061151,0.00147290715076503,0.0025190257321739706,0.7452179443420259,0.0032774434584788466,0.0033906973887075057,0.0,-0.07030522955071464,251,0.9178846758389309,0.8815465756023526,-0.00013781519684659928,-0.000140678488665226,-0.0026999022037501345,0.002559223715084912,-2.8632918186267205e-06,-0.0004666440155638018,6.7014076544609635e-09,0.9990703158597194,,,,,,,,,,,,,,,,,,,,
15,15,0.021660035476088524,True,,,0.6275983893962253,0.6795052719038358,0.0580078852855037,0.036193436685178895,0.04533155519295696,0.6106989465268758,0.12392692553837886,0.060775694369781134,0.10800091595568,0.7594925643997604,0.024140643305628734,0.022199618916905677,0.009484069756900833,0.15434472846617828,251,-0.40991741416094296,-0.1736308100929615,0.003850895487367124,0.0008256764604495083,0.06588245944559812,-0.06505678298514864,-0.0030252190269176157,-0.49303404755926233,1.2091917901227472e-08,0.9788686898816348,,,,,,,,,,,,,,,,,,,,
16,16,0.0659460797905922,True,,,-0.12833094456388014,0.1992269919146613,0.0051845701204208785,0.004117292391506257,0.0031508206385647618,0.36933618409748564,0.011943779668657513,0.008847329311454613,0.008023629903485863,0.45129259778568365,0.002088888149504673,0.0011719780568753356,0.0017291388421245332,0.685218943554253,251,0.6756143554613616,0.6224837791690382,-0.0007874288138088375,-0.0005364572645058767,0.06557979353518181,-0.06611625079968772,0.00025097154930296087,0.04090200335052548,1.1611295748664543e-08,0.9991440914816363,,,,,,,,,,,,,,,,,,,,
17,17,0.012424125336110592,True,,,-0.015310332293771899,0.309684609509629,0.011163998715399743,0.01088742323281784,0.0024695915992215085,0.048934000558699925,0.02297125258047523,0.02245708723379809,0.00483297818012588,0.044264984302018584,0.0068929114764610154,0.006914259432625548,0.0,-0.0062037687532275395,251,0.9743857367220877,0.9774547524188958,-9.394302237916477e-05,-0.0001139969101326517,-0.2878588584173631,0.2877448615072305,-2.0053887753486926e-05,-0.0032682755729177278,4.660059775476852e-09,1.0,,,,,,,,,,,,,,,,,,,,
18,18,0.1669212430715561,True,,,0.6452350990362629,0.6452350990362629,0.0063806652995207075,0.004431077274472431,0.004591126643010586,0.517733917338155,0.01701844963857845,0.011582578944082201,0.012468820838593138,0.536797867400995,0.006672630754840737,0.005029714292094791,0.004384743473721565,0.43181149079811776,251,0.8026155973339839,0.7873739328400683,0.003959112982364465,0.0039714164228677315,0.11178031890651093,-0.10780890248364317,1.2303440503266642e-05,0.002005149054087089,4.0110989530511837e-08,0.9936395247685342,,,,,,,,,,,,,,,,,,,,
19,19,0.08571264892816544,True,,133.60000610351562,-2.4508843753851517,2.4508843753851517,0.06352698014530016,0.007745481781137949,0.06305303100057459,0.9851344681564033,0.12249354785942691,0.01347898758050323,0.12174968649238628,0.9878915620890997,0.03296352827080871,0.012050894500089643,0.030681755781051936,0.8663493153388631,251,0.9855487576414513,0.9794156706507304,-0.015038438180679691,-0.015038929470199509,-0.09608697844255538,0.08104804897235593,-4.912895198178752e-07,-8.006774330189671e-05,2.2979267972155644e-08,0.991906767902967,,,,,,,,,,,,,,,,,,,,
20,20,0.13176119327545166,True,,,-0.2546061172197466,0.2653609160906746,0.002425080026017222,0.0013318313575265749,0.002026632272440319,0.6983895929321612,0.0055818249057649144,0.0026095250663353236,0.004934282947580642,0.7814400777263599,0.0016220558584480846,0.0011944830556405981,0.0010973948413006377,0.4577140217146743,251,0.9408696880318629,0.9377529880478086,-0.001562243569173003,-0.0015623215222266684,-0.07926716900407658,0.07770484748184993,-7.79530536653035e-08,-1.2704372551619422e-05,3.4831055731479935e-08,0.9997393938482217,,,,,,,,,,,,,,,,,,,,
21,21,0.03339472413063049,True,,120.0,3.476964989701372,3.476964989701372,0.21564626242364715,0.03613780593341469,0.21259672970111126,0.9719172462408394,0.4337044778382322,0.036964392560548905,0.432126379407186,0.9927359414611634,0.09137251381639107,0.04626329957856419,0.07879494522639507,0.7436448409919865,251,0.22169442425872485,0.6267152343008916,0.021334389977411605,0.020707149295259814,0.36224998810499903,-0.3415428388097393,-0.000627240682151791,-0.10222433799453688,1.520898244257682e-08,0.9769029517505524,,,,,,,,,,,,,,,,,,,,
22,22,0.27154305577278137,True,,70.4000015258789,10.885272873634257,10.885272873634257,0.06415477768743937,0.008531651650545603,0.06358495435430077,0.9823148714558562,0.1407400154702804,0.024492458077963672,0.13859246535029945,0.9697148619350385,0.06591038863929986,0.02321298057256251,0.06168741252088131,0.875962195375166,251,0.9813689081195811,0.966584708783912,0.0667911978361907,0.06653044300482099,0.9330138812670914,-0.8664834382622705,-0.0002607548313697111,-0.04249643043592513,1.4341228234285094e-07,0.9993999239326363,,,,,,,,,,,,,,,,,,,,
23,23,0.2085682451725006,True,,125.5999984741211,2.7376983566933215,2.7376983566933215,0.03170545258328711,0.0033291450056390924,0.03153018422151218,0.9889745198968253,0.06239416758958762,0.006216830718061379,0.06208367873298516,0.9900722668871362,0.022180854514375632,0.002701876044794092,0.02201568015816149,0.9851620366138398,251,0.995278564343178,0.9942462530829066,0.016798306728774585,0.01679996245021604,0.2855201414143554,-0.2687201789641395,1.6557214414548993e-06,0.0002698406418337643,3.8713588428585734e-08,0.9998633925120843,,,,,,,,,,,,,,,,,,,,
24,24,0.1411779224872589,True,,,0.20091262758503803,0.2012589478791033,0.0014155423222159363,0.0010161885790703896,0.0009854546350550023,0.4846492622729547,0.005493597783859923,0.0033650214166728613,0.0043423780899598825,0.6248007626908232,0.0018342560047618652,0.0015309279656135872,0.0010103240347072826,0.30339014547419285,251,0.9222657461554309,0.9241388730791121,0.001232784443036284,0.0012337622365183741,0.02933366915786299,-0.028099906921344637,9.777934820900253e-07,0.0001593555619816081,2.6511400083530015e-08,0.9989546466105671,,,,,,,,,,,,,,,,,,,,
25,25,0.01938674785196781,True,,,-0.16008901530308234,0.17469845280013355,0.015521857124238285,0.0029934965732433473,0.01523046377663028,0.9628062328706063,0.029574397596625144,0.0042091025233063455,0.029273340245888634,0.9797443029007468,0.004446373174170624,0.0035908858514785715,0.002622169560809362,0.3477841013483147,251,0.6278119047985057,0.5966488332384746,-0.0009822938953058349,-0.0009848756932056874,0.07701843816411576,-0.0780033138573214,-2.581797899852507e-06,-0.00042076763937361986,3.2597083128424145e-09,0.9995591093966627,,,,,,,,,,,,,,,,,,,,
26,26,0.048910658806562424,True,,177.60000610351562,-1.2383621918200356,1.2383621918200356,0.05132584067129566,0.010073412222069351,0.0503276095877749,0.9614804619697819,0.10150312310392984,0.016187429442753237,0.10020404746260213,0.974567036572683,0.01395449760563899,0.0044547280063822175,0.013224348823852847,0.8980906635834257,251,0.5356029593069745,0.5229444128248909,-0.0075984952427835505,-0.007571583711471115,-0.1620256451055472,0.1544540613940761,2.6911531312435143e-05,0.0043858977121754876,1.5523717535607467e-08,0.9989553172572013,,,,,,,,,,,,,,,,,,,,
27,27,0.011606559157371521,True,,133.60000610351562,-3.5522342496216615,3.5522342496216615,0.6639909382001992,0.044010255265927084,0.6625308018827567,0.9956067747573305,1.1453015526537706,0.07850294289653124,1.1426079530914013,0.9953017926866944,0.11907023925042788,0.05519975903756753,0.10550217285605364,0.7850844145034838,251,0.9729107758448025,0.9786939859609182,-0.021796236371955983,-0.021608567284259,-0.6035110274675591,0.5819024601833,0.00018766908769698304,0.03058530608386176,1.4737196552003523e-08,1.0,142.39999389648438,,142.39999389648438,True,8.79998779296875,179.1999969482422,,180.0,True,45.59999084472656,,,,,,,,,,
28,28,0.016900684684515,True,,,-0.150436847203678,0.1523654382956503,0.01314183288871195,0.00553690774787493,0.011918490855236398,0.822490052930576,0.026242172743607912,0.007545137740551567,0.025134090928089332,0.9173325074411682,0.006912827707504821,0.0060107568230307615,0.0034143797867307473,0.24395638414753362,251,-0.3511064023841396,0.12796205653576173,-0.0009230689336021192,-0.0007378695614737346,0.0395953162491592,-0.0403331858106329,0.00018519937212838457,0.03018280502450974,5.947287505540892e-09,0.9992583870184562,,,,,,,,,,,,,,,,,,,,
29,29,0.1020812839269638,True,,,-0.33953731848395735,0.33953731848395735,0.009380872123338884,0.006194410230192862,0.007044859380748392,0.563972887080805,0.01957548435539217,0.014671003800727552,0.012959985926969264,0.43831267203138774,0.010002223341484874,0.009003982939487017,0.004355773524687846,0.18964329224938156,251,0.933206466052644,0.8352821096566116,-0.002083374893298395,-0.0021482192122134094,0.1559651063153849,-0.1581133255275982,-6.484431891501429e-05,-0.010567980940033856,1.8295066139542432e-08,0.9976859223889104,,,,,,,,,,,,,,,,,,,,
30,30,0.12592269480228424,True,,,0.11540043931239158,0.18266415696055158,0.0027297819279070564,0.0025773924872319123,0.0008993093687316187,0.10853312979678759,0.004553050752828136,0.003240769320870474,0.0031980752597044345,0.49336958927674546,0.005468119841978948,0.00537698475307559,0.0009941677783133534,0.03305546859098075,251,0.9646832423057332,0.9630210586226522,0.0007080882272750862,0.0007336153060257223,-0.02947170088521602,0.030205316191241737,2.5527078750636127e-05,0.004160267024240459,3.820991343507001e-08,0.9995594832861978,,,,,,,,,,,,,,,,,,,,
31,31,0.26861435174942017,True,,,-0.051014935873744165,0.15420928945623988,0.003987934024744508,0.003985881517938686,0.00012793088239248786,0.0010290935616184913,0.004667869448593831,0.004697940822093478,0.0,-0.012925912694598776,0.004237475422412378,0.00421010471816631,0.00048084947501555536,0.01287668014103637,251,0.9190101148218766,0.912084234490609,-0.00031302372610216613,-0.00025477538699820074,-0.040310776390883644,0.04005600100388544,5.8248339103965396e-05,0.009493003361575972,1.4313190751087068e-07,0.9943619161032237,,,,,,,,,,,,,,,,,,,,
